epoch,split,total_loss,action_loss,action_loss_units,future_loss,future_latent_cosine_error,future_latent_mse,future_latent_cosine_error_by_horizon,future_latent_mse_by_horizon,action_mse_by_horizon,action_mse_by_dimension,spike_loss,action_mse,action_mse_units,steps,samples,parameter_count,trainable_parameter_count,lower_is_better
88,val,0.02377020718,0.02267770499,raw_action_units,0.001092502293,0.001092502294,4.765203165,"[0.0007540838, 0.0009890677, 0.0012070354, 0.0014198216]","[6.9804029465, 5.0433301926, 3.8573610783, 3.179718256]","[0.0104345083, 0.0183782987, 0.0266021378, 0.0348013043]","[0.0100451317, 0.0071446998, 0.0122813294, 0.0002964122, 0.0008401094, 0.0005045148, 0.1267662048]",0,0.02267770403,raw_action_units,190,6073,769564,769564,true
89,train,0.01115961899,0.009964965155,raw_action_units,0.001194653831,0.001194653831,5.245112035,"[0.0008471689, 0.0011169099, 0.0013085271, 0.0015060083]","[7.2659521103, 5.5647859573, 4.4045801163, 3.7451367378]","[0.0066821887, 0.0083549134, 0.0103178099, 0.0144663751]","[0.0077079176, 0.0049835253, 0.0078172712, 0.0003682737, 0.0008107668, 0.0004156352, 0.0475838333]",0,0.009964964703,raw_action_units,1315,42067,769564,769564,true
89,val,0.02315576746,0.02212126535,raw_action_units,0.001034502226,0.001034502226,4.937630579,"[0.0007212447, 0.0009453715, 0.0011410968, 0.0013302955]","[7.1159453392, 5.191136837, 4.0398077965, 3.4036340714]","[0.0099824714, 0.0180830862, 0.025935173, 0.0340561792]","[0.0109657375, 0.007888644, 0.0102173872, 0.0003213419, 0.0009049809, 0.0004330018, 0.1233685166]",0,0.02212126441,raw_action_units,190,6073,769564,769564,true
90,train,0.0110674588,0.009871673809,raw_action_units,0.001195785011,0.001195785011,5.340513137,"[0.0008490307, 0.0011153655, 0.0013090653, 0.001509678]","[7.4121823311, 5.671848774, 4.4786319733, 3.7993943691]","[0.0066154185, 0.0082781091, 0.0102236401, 0.0143467644]","[0.0076709152, 0.0050272741, 0.0076988987, 0.0003675394, 0.0008063936, 0.0004147903, 0.0470760912]",0,0.009871673373,raw_action_units,1315,42067,769564,769564,true
90,val,0.02436245457,0.0233179084,raw_action_units,0.00104454609,0.00104454609,4.881229155,"[0.0007205249, 0.0009616789, 0.0011483186, 0.0013476611]","[7.0529079437, 5.1266884804, 3.9862923622, 3.359026432]","[0.0103465598, 0.0188937746, 0.0276160389, 0.0360319018]","[0.0114027364, 0.0075587835, 0.0109604513, 0.0004719562, 0.0008891278, 0.0005169371, 0.1307544559]",0,0.0233179074,raw_action_units,190,6073,769564,769564,true
91,train,0.01098226838,0.009790712554,raw_action_units,0.001191555811,0.001191555811,5.412353796,"[0.0008463436, 0.0011137478, 0.0013031192, 0.0015030145]","[7.5194821358, 5.7459278107, 4.5297470093, 3.8542656898]","[0.0066035204, 0.0082182633, 0.0101758651, 0.0141492495]","[0.0076352847, 0.0049518598, 0.0077414103, 0.0003703514, 0.0008038861, 0.0004139438, 0.0465903431]",0,0.009790712106,raw_action_units,1315,42067,769564,769564,true
91,val,0.02445268911,0.02339184135,raw_action_units,0.001060847678,0.001060847678,5.737314022,"[0.0007102477, 0.000962063, 0.0011992826, 0.0013717981]","[8.2228269577, 6.0365457535, 4.702372551, 3.9875118732]","[0.0107119754, 0.0193702355, 0.0271425489, 0.0357922427]","[0.0093876468, 0.0075629321, 0.0103294756, 0.0003057579, 0.0009200763, 0.0004438949, 0.1338299215]",0,0.02339184036,raw_action_units,190,6073,769564,769564,true
92,train,0.01082089877,0.009630823672,raw_action_units,0.001190075107,0.001190075107,5.409832236,"[0.0008461914, 0.0011104196, 0.0013020833, 0.0015016049]","[7.5482950211, 5.7482509613, 4.520401001, 3.8223805428]","[0.0064949724, 0.0080016619, 0.0099776052, 0.0140134506]","[0.0076083001, 0.0049676895, 0.0077185621, 0.0003743164, 0.0008041899, 0.0004180704, 0.0454623215]",0,0.009630823236,raw_action_units,1315,42067,769564,769564,true
92,val,0.02483255192,0.02374516227,raw_action_units,0.001087389767,0.001087389767,5.67678065,"[0.0007634635, 0.0009977825, 0.0011866878, 0.001401625]","[7.9898223877, 5.9242100716, 4.7192792892, 4.0738110542]","[0.0107570346, 0.0194462612, 0.0279245619, 0.0361681506]","[0.0102590546, 0.0074396213, 0.0119458307, 0.0003402064, 0.000882986, 0.0004425228, 0.1337078363]",0,0.02374516125,raw_action_units,190,6073,769564,769564,true
93,train,0.01079720462,0.009610883029,raw_action_units,0.001186321603,0.001186321603,5.495466706,"[0.0008433927, 0.0011076264, 0.0012972575, 0.0014970102]","[7.6802959442, 5.8444361687, 4.5812911987, 3.8758523464]","[0.0064419294, 0.0081019644, 0.0098945135, 0.013979651]","[0.0077167754, 0.0049675726, 0.0076954947, 0.0003653489, 0.0008094482, 0.0004156056, 0.0452613793]",0,0.009610882602,raw_action_units,1315,42067,769564,769564,true
93,val,0.02552332559,0.02447919484,raw_action_units,0.001044130766,0.001044130766,5.812748234,"[0.0007166163, 0.0009571916, 0.0011528686, 0.001349846]","[8.1978282928, 6.1191725731, 4.8305578232, 4.1034379005]","[0.0110775791, 0.019819513, 0.028653603, 0.0377646796]","[0.0097668497, 0.0080294525, 0.0112668229, 0.0003485035, 0.0010704668, 0.0004192589, 0.1394005567]",0,0.02447919369,raw_action_units,190,6073,769564,769564,true
94,train,0.01062176563,0.009441741599,raw_action_units,0.001180024044,0.001180024044,5.549307126,"[0.0008381938, 0.0011013203, 0.0012904238, 0.0014901602]","[7.7654337883, 5.8985085487, 4.623278141, 3.9100074768]","[0.0063447477, 0.0079203183, 0.0097412122, 0.0137209594]","[0.0075576408, 0.0049259211, 0.0076045785, 0.0003697696, 0.0008106013, 0.0004174337, 0.0443366878]",0,0.009441741181,raw_action_units,1315,42067,769564,769564,true
94,val,0.02520884404,0.02417681103,raw_action_units,0.001032033067,0.001032033068,5.713572392,"[0.000695707, 0.0009386205, 0.0011479368, 0.001345868]","[8.2357854843, 6.0204291344, 4.6743922234, 3.9236900806]","[0.0109938793, 0.0202687494, 0.0281740483, 0.036841318]","[0.0095747039, 0.0078630261, 0.0098879207, 0.0003254457, 0.0010227801, 0.0004657432, 0.1393468827]",0,0.02417680998,raw_action_units,190,6073,769564,769564,true
95,train,0.01052398271,0.009342668298,raw_action_units,0.001181314407,0.001181314407,5.62011457,"[0.0008397246, 0.0011040062, 0.0012923966, 0.001489131]","[7.8669428825, 5.9801821709, 4.6806664467, 3.95266819]","[0.0062990547, 0.0077961353, 0.0095558567, 0.0136892339]","[0.0075466842, 0.0048989174, 0.0074878507, 0.0003616389, 0.0007948443, 0.0004032152, 0.0438523181]",0,0.009342667889,raw_action_units,1315,42067,769564,769564,true
95,val,0.02446063642,0.02341713025,raw_action_units,0.001043506262,0.001043506262,5.97101246,"[0.0007256647, 0.0009438723, 0.0011492177, 0.0013552702]","[8.4771690369, 6.2752423286, 4.9361195564, 4.1955180168]","[0.0109715564, 0.0191830192, 0.027332047, 0.0355990194]","[0.010405221, 0.0082163438, 0.0110747581, 0.0003079834, 0.0009509666, 0.0004437422, 0.1315008551]",0,0.02341712926,raw_action_units,190,6073,769564,769564,true
96,train,0.01043841441,0.009258696807,raw_action_units,0.001179717593,0.001179717593,5.606575617,"[0.0008405938, 0.0011022602, 0.0012896425, 0.0014863762]","[7.872335434, 5.97240448, 4.6563601494, 3.9251997471]","[0.0062161479, 0.0077539263, 0.0095347315, 0.0134998644]","[0.007555387, 0.0049034283, 0.0075705638, 0.0003624518, 0.0008338827, 0.0004098611, 0.0431226082]",0,0.009258696398,raw_action_units,1315,42067,769564,769564,true
96,val,0.02496692594,0.02391049755,raw_action_units,0.001056428271,0.001056428271,5.995939859,"[0.0007134289, 0.0009697729, 0.0011778598, 0.0013646509]","[8.613702774, 6.3268995285, 4.892364502, 4.1507940292]","[0.0115524484, 0.0192554928, 0.0276981704, 0.0366521478]","[0.0103365593, 0.0077626854, 0.0118462918, 0.000470816, 0.0008977086, 0.0005633886, 0.1346494257]",0,0.02391049655,raw_action_units,190,6073,769564,769564,true
97,train,0.0103393463,0.009161364438,raw_action_units,0.001177981867,0.001177981867,5.660201515,"[0.0008397324, 0.0011021384, 0.0012862629, 0.0014837936]","[7.9669613838, 6.0344457626, 4.6892380714, 3.9501616955]","[0.0062734317, 0.0077679208, 0.009353308, 0.0132257426]","[0.0075336532, 0.0048806882, 0.0074889911, 0.0003642958, 0.0007947459, 0.0004096565, 0.0426136255]",0,0.009161364035,raw_action_units,1315,42067,769564,769564,true
97,val,0.02433698061,0.02330497729,raw_action_units,0.001032003231,0.001032003231,5.831213003,"[0.000698481, 0.0009374801, 0.0011377661, 0.0013542855]","[8.3798484802, 6.1982178688, 4.7678275108, 3.9789533615]","[0.0107921623, 0.0189074092, 0.0268302578, 0.0361202955]","[0.0110491375, 0.0075783287, 0.0108583672, 0.0002963675, 0.0009259378, 0.0004358824, 0.1309936643]",0,0.02330497615,raw_action_units,190,6073,769564,769564,true
98,train,0.01021838549,0.009046129598,raw_action_units,0.001172255887,0.001172255887,5.701637476,"[0.0008369969, 0.0010952798, 0.0012805772, 0.001476172]","[8.0424861908, 6.0850701332, 4.7117919922, 3.9672088623]","[0.0061848192, 0.0074465671, 0.0093157161, 0.0132179921]","[0.0075617526, 0.0048933653, 0.0074410252, 0.0003637659, 0.0008080599, 0.0004044755, 0.0418164358]",0,0.009046129193,raw_action_units,1315,42067,769564,769564,true
98,val,0.02500618618,0.02391313304,raw_action_units,0.001093053165,0.001093053166,5.730593421,"[0.0007864179, 0.0010070959, 0.0012082029, 0.0013704957]","[8.3031454086, 6.0978899002, 4.6654281616, 3.8559091091]","[0.0110538555, 0.0195600688, 0.0279209577, 0.0365784913]","[0.0103190169, 0.0070398268, 0.0108675715, 0.0002925976, 0.0008512792, 0.0004137789, 0.136664331]",0,0.02391313201,raw_action_units,190,6073,769564,769564,true
99,train,0.01014109708,0.008970465791,raw_action_units,0.001170631283,0.001170631283,5.736927437,"[0.0008346788, 0.0010938535, 0.0012783419, 0.0014756508]","[8.1174449921, 6.1248292923, 4.7344055176, 3.9710271358]","[0.0060197269, 0.0075429427, 0.0092304284, 0.0130722616]","[0.0074158311, 0.0048915953, 0.0073999525, 0.0003584981, 0.0008154428, 0.0004042124, 0.0414788835]",0,0.008970465389,raw_action_units,1315,42067,769564,769564,true
99,val,0.02414311932,0.02313453476,raw_action_units,0.001008584622,0.001008584622,6.092099053,"[0.0006779158, 0.0009140861, 0.0011187694, 0.0013235675]","[8.6447496414, 6.4559569359, 5.0232429504, 4.2444491386]","[0.0106295971, 0.018690953, 0.0268901438, 0.0359249674]","[0.0101526743, 0.0074650659, 0.0107066575, 0.0003255895, 0.0008623977, 0.0005164302, 0.1312085539]",0,0.0231345337,raw_action_units,190,6073,769564,769564,true
